Území;Instituce;Ukazatel;Roky;value
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy celkem;2018;531016.2113569
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy celkem;2019;406563.053487569
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy celkem;2020;508631.537620789
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy celkem;2021;530393.189057313
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy celkem;2022;599489.948833382
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje zboží;2018;41581.0909039732
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje zboží;2019;44569.9916382037
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje zboží;2020;39846.3297287585
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje zboží;2021;60254.5185891858
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje zboží;2022;28832.8610483865
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z prodeje vlastních výrobků a služeb;2018;85691.0768691247
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z prodeje vlastních výrobků a služeb;2019;97464.8024584543
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z prodeje vlastních výrobků a služeb;2020;85447.0195047937
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z prodeje vlastních výrobků a služeb;2021;94602.9163226917
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z prodeje vlastních výrobků a služeb;2022;88570.2108182911
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z finančního leasingu;2018;27318.6897893122
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z finančního leasingu;2019;29609.132
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z finančního leasingu;2020;22448.1664126956
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z finančního leasingu;2021;19252.9690946011
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z finančního leasingu;2022;17022.6467813187
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Jiné provozní výnosy;2018;55835.6656266385
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Jiné provozní výnosy;2019;29550.4636352426
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Jiné provozní výnosy;2020;59069.6317659491
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Jiné provozní výnosy;2021;72772.8629293408
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Jiné provozní výnosy;2022;39839.0849670557
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z postoupených pohledávek;2018;42363.1969528294
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z postoupených pohledávek;2019;10784.8955507433
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z postoupených pohledávek;2020;41004.0285814331
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z postoupených pohledávek;2021;58983.8008367389
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosy z postoupených pohledávek;2022;18824.1805166563
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosové úroky a podobné výnosy;2018;22826.6895247446
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosové úroky a podobné výnosy;2019;27853.1614164418
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosové úroky a podobné výnosy;2020;24150.2565747004
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosové úroky a podobné výnosy;2021;26122.1517578639
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Výnosové úroky a podobné výnosy;2022;34831.5321574931
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Kurzové zisky;2018;17254.7427570054
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Kurzové zisky;2019;18786.5458789758
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Kurzové zisky;2020;69363.7882011921
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Kurzové zisky;2021;33050.6254939447
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Kurzové zisky;2022;30952.6465097905
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Dividendy a podíly ze zisku;2018;219550.430827876
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Dividendy a podíly ze zisku;2019;112902.168919531
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Dividendy a podíly ze zisku;2020;158190.70005021
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Dividendy a podíly ze zisku;2021;117202.390583531
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Dividendy a podíly ze zisku;2022;128368.614109178
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje cenných papírů a podílů;2018;27933.0439763218
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje cenných papírů a podílů;2019;15656.9834757261
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje cenných papírů a podílů;2020;32210.2001073543
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje cenných papírů a podílů;2021;63351.8530026843
Česko;Nebankovní peněžní instituce účtující jako podnikatelé;Tržby z prodeje cenných papírů a podílů;2022;179822.538995867
